year,Place,Time,First.Name,Last.Name,Gender,Age,Lyon.Ridge,Red.Star.Ridge,Duncan.Canyon,Robinson.Flat,Miller's.Defeat,Dusty.Corners,Last.Chance,Devil's.Thumb,El.Dorado.Creek,Michigan.Bluff,Foresthill,Dardanelles.(Cal-1),Peachstone.(Cal-2),Rucky.Chucky,Green.Gate,Auburn.Lake.Trails,Brown's.Bar,Highway.49,No.Hands.Bridge,Robie.Point
2000,117,99439, Lon,Monroe,M,53,NA,9120,NA,25200,NA,NA,35640,40800,NA,49140,55920,NA,66600,75900,NA,85560,NA,93840,NA,NA
2000,118,99458, Joseph,Lea,M,29,NA,9480,NA,27180,NA,NA,38100,42360,NA,49380,55380,NA,64560,72120,NA,81600,NA,92880,NA,NA
2000,119,99484, Jerry,Bloom,M,47,NA,8520,NA,25200,NA,NA,36000,41040,NA,49140,55380,NA,64200,73200,NA,82500,NA,92460,NA,NA
2000,120,99502, Lee,Remick,F,33,NA,8640,NA,25260,NA,NA,36000,41400,NA,51060,57420,NA,66660,74580,NA,83760,NA,NA,NA,NA
2000,121,99663, Sharon,Sanders,F,41,NA,9420,NA,26880,NA,NA,38340,43620,NA,51420,57600,NA,67380,75180,NA,84960,NA,93300,NA,NA
2000,122,99827, Larry,Emerson,M,44,NA,8580,NA,23520,NA,NA,37200,41760,NA,51120,57300,NA,65880,73980,NA,83160,NA,93660,NA,NA
2000,123,100005, Kevin,Lundy,M,45,NA,8040,NA,23280,NA,NA,33600,38760,NA,47340,53760,NA,61800,70620,NA,81420,NA,92700,NA,NA
2000,124,100005, Diana,Lundy,F,46,NA,8040,NA,23340,NA,NA,33600,38760,NA,47400,53820,NA,62040,70620,NA,81660,NA,92700,NA,NA
2000,125,100177, Joe,Decker,M,30,NA,9600,NA,26400,NA,NA,37800,42960,NA,51660,58260,NA,67320,74280,NA,83100,NA,92400,NA,NA
2000,126,100216, Scott,Hunter,M,55,NA,9000,NA,26520,NA,NA,37680,42720,NA,50820,57120,NA,66480,74400,NA,84000,NA,92700,NA,NA
2000,127,100216, James,Crawford,M,52,NA,9480,NA,26460,NA,NA,37140,42060,NA,51060,57300,NA,67140,74880,NA,84720,NA,93300,NA,NA
2000,128,100338, Debra,Mayhew,F,46,NA,9720,NA,26400,NA,NA,37740,42840,NA,51120,57780,NA,66900,74280,NA,83340,NA,93180,NA,NA
2000,129,100418, Hunter,Ziesing,M,40,NA,8100,NA,24420,NA,NA,35220,40080,NA,48600,55080,NA,65040,73380,NA,83400,NA,NA,NA,NA
2000,130,100448, Richard,Fisher,M,51,NA,8700,NA,24600,NA,NA,35100,40440,NA,49080,56340,NA,65100,73380,NA,83460,NA,93780,NA,NA
2000,131,100541, Linda,Bialla,F,36,NA,8760,NA,25020,NA,NA,35820,40680,NA,49380,55920,NA,67140,75180,NA,85320,NA,93900,NA,NA
2000,132,100657, Liz,Hodges,F,49,NA,10080,NA,27720,NA,NA,38760,43860,NA,52320,58740,NA,68700,76500,NA,85800,NA,94080,NA,NA
2000,133,100775, Matthew,Radeski,M,40,NA,9480,NA,25440,NA,NA,35280,40080,NA,49560,56820,NA,67140,74880,NA,84720,NA,NA,NA,NA
2000,134,101014, John,Mark,M,47,NA,8100,NA,24240,NA,NA,34920,39900,NA,48480,54660,NA,63360,71640,NA,81240,NA,92880,NA,NA
2000,135,101466, Floyd,Redmon,M,55,NA,9540,NA,26400,NA,NA,37020,42300,NA,50760,57720,NA,67560,75600,NA,85380,NA,94080,NA,NA
2000,136,101524, Suzanne,Brana,F,42,NA,7680,NA,22080,NA,NA,30360,34680,NA,41220,45960,NA,53220,58680,NA,66300,NA,NA,NA,NA
2000,137,101585, Gary,Thomas,M,47,NA,8340,NA,24180,NA,NA,35100,40560,NA,48660,55080,NA,66120,73980,NA,84240,NA,93240,NA,NA
2000,138,101654, Hans-Dieter,Weisshaar,M,60,NA,9840,NA,27000,NA,NA,37020,42000,NA,50160,56760,NA,66300,74520,NA,86940,NA,95100,NA,NA
2000,139,101715, Mike,Pott,M,36,NA,10440,NA,28320,NA,NA,39720,45540,NA,55260,62940,NA,72360,79920,NA,88140,NA,NA,NA,NA
2000,140,101809, Bill,Groendyk,M,45,NA,9420,NA,25980,NA,NA,36600,41640,NA,50100,56340,NA,65760,74160,NA,83700,NA,93120,NA,NA
2000,141,102008, Chris,O'Brien,M,43,NA,9540,NA,26700,NA,NA,37680,42960,NA,51420,57600,NA,67440,76140,NA,85920,NA,94980,NA,NA
2000,142,102479, Myrrl,McBride,M,47,NA,9600,NA,26820,NA,NA,37440,42540,NA,50760,57000,NA,64920,72300,NA,80880,NA,93000,NA,NA
2000,143,102612, Paul (CA),Schmidt,M,48,NA,8040,NA,22740,NA,NA,32220,36960,NA,45000,50940,NA,60300,73260,NA,84600,NA,95100,NA,NA
2000,144,102717, Kristin,Goodman,F,27,NA,9840,NA,27600,NA,NA,38280,43560,NA,51780,57660,NA,66480,74820,NA,84480,NA,NA,NA,NA
2000,145,102780, Stephen,Bell,M,45,NA,7980,NA,23880,NA,NA,33180,38220,NA,47460,53700,NA,62700,73740,NA,84780,NA,94440,NA,NA
2000,146,102879, Tom,Trabert,M,62,NA,9420,NA,27540,NA,NA,39240,45060,NA,54420,61200,NA,70080,77940,NA,86880,NA,95460,NA,NA
2000,147,103025, Ron,Barrett,M,48,NA,8820,NA,24780,NA,NA,35700,40620,NA,49800,57300,NA,69480,78720,NA,88140,NA,96180,NA,NA
2000,148,103058, Thomas,Green,M,49,NA,8160,NA,25320,NA,NA,35340,40680,NA,48600,55380,NA,65760,75360,NA,86340,NA,96480,NA,NA
2000,149,103184, Charles,Savage,M,52,NA,9180,NA,26820,NA,NA,37560,43020,NA,53280,59580,NA,69180,77280,NA,87420,NA,96300,NA,NA
2000,150,103185, Jean-Luc,Szpakowski,M,51,NA,9240,NA,26460,NA,NA,37980,43560,NA,52620,59160,NA,69180,77280,NA,87420,NA,96300,NA,NA
2000,151,103310, Patrick,Clark,M,55,NA,9480,NA,28500,NA,NA,40500,46080,NA,55080,61920,NA,71760,79020,NA,88260,NA,96240,NA,NA
2000,152,103431, Scott,McQueeney,M,44,NA,8400,NA,24840,NA,NA,35700,40860,NA,49020,56280,NA,67260,76440,NA,87960,NA,NA,NA,NA
2000,153,103500, Ron,Nicholl,M,57,NA,8580,NA,25200,NA,NA,36420,41760,NA,51360,57720,NA,66900,76500,NA,86280,NA,95160,NA,NA
2000,154,103530, John,Bozung,M,47,NA,9300,NA,25980,NA,NA,41460,47520,NA,57720,65160,NA,74160,81780,NA,90120,NA,97740,NA,NA
2000,155,103590, Sean,Andrish,M,30,NA,9360,NA,26280,NA,NA,36300,41400,NA,50640,56640,NA,67320,76500,NA,87300,NA,96180,NA,NA
2000,156,103605, Denis,Trafecanty,M,57,NA,9120,NA,25680,NA,NA,36060,40980,NA,49140,55440,NA,65040,73500,NA,85500,NA,95580,NA,NA
2000,157,103618, Danny,Trudeau,M,47,NA,9120,NA,25680,NA,NA,36060,40980,NA,49140,55500,NA,65040,73500,NA,85500,NA,95580,NA,NA
2000,158,103634, Robert,Barr,M,45,NA,8640,NA,25740,NA,NA,37800,43560,NA,53640,60000,NA,69660,78180,NA,87240,NA,96300,NA,NA
2000,159,103679, Ken,Ward,M,43,NA,8220,NA,24300,NA,NA,35340,40500,NA,48960,55320,NA,66180,74520,NA,85380,NA,95400,NA,NA
2000,160,103934, David,King,M,53,NA,9060,NA,26220,NA,NA,39360,45060,NA,54900,63360,NA,72960,80580,NA,89460,NA,96660,NA,NA
2000,161,103940, Ed,Willson,M,46,NA,7500,NA,23460,NA,NA,33780,38640,NA,46800,53400,NA,63420,73560,NA,85320,NA,96180,NA,NA
2000,162,103997, Mike,Palmer,M,46,NA,9000,NA,25680,NA,NA,36660,41760,NA,50520,56580,NA,66120,74940,NA,87240,NA,96600,NA,NA
2000,163,104116, Pete,Stringer,M,58,NA,8400,NA,24180,NA,NA,34380,39000,NA,46440,52560,NA,62520,72180,NA,85620,NA,95580,NA,NA
2000,164,104161, Don,Strome,M,40,NA,10260,NA,28320,NA,NA,41340,46860,NA,54900,62160,NA,71340,79740,NA,88860,NA,96900,NA,NA
2000,165,104309, Joan,Scannell,F,54,NA,9000,NA,26280,NA,NA,37740,42960,NA,51840,58620,NA,69060,78060,NA,88380,NA,96720,NA,NA
2000,166,104351, Tom,O'Connell,M,49,NA,8040,NA,25020,NA,NA,36060,42120,NA,52260,58860,NA,70860,81360,NA,91320,NA,NA,NA,NA
2000,167,104599, Kaoru,Takahashi,M,33,NA,7380,NA,23700,NA,NA,35520,40920,NA,50220,56880,NA,66660,74220,NA,83340,NA,96600,NA,NA
2000,168,104652, Christa,Rebstock,F,57,NA,9960,NA,28680,NA,NA,40320,46320,NA,55260,62520,NA,71700,79500,NA,88980,NA,97320,NA,NA
2000,169,104682, Johan,Grizaud,M,41,NA,8700,NA,26460,NA,NA,38160,NA,NA,52500,59100,NA,69720,78720,NA,88560,NA,97200,NA,NA
2000,170,104736, Dave,Mahan,M,39,NA,8040,NA,22560,NA,NA,32640,38340,NA,47580,55860,NA,66300,75360,NA,87660,NA,97620,NA,NA
2000,171,104736, Barry,Nelson,M,41,NA,8700,NA,25920,NA,NA,37920,43500,NA,53580,61620,NA,70980,78840,NA,88680,NA,97020,NA,NA
2000,172,104826, David,Jackson,M,41,NA,9900,NA,27480,NA,NA,39300,44880,NA,53340,60000,NA,70020,78780,NA,88380,NA,97200,NA,NA
2000,173,104945, Gordy,Ainsleigh,M,53,NA,8580,NA,25020,NA,NA,35340,39900,NA,47700,53700,NA,61200,67080,NA,82920,NA,94380,NA,NA
2000,174,104947, Martin,Fagan,M,37,NA,9300,NA,25800,NA,NA,37740,43080,NA,52500,60660,NA,71100,78360,NA,88500,NA,96720,NA,NA
2000,175,104959, Milan,Varga,M,55,NA,8460,NA,26580,NA,NA,38760,44520,NA,54120,61620,NA,71460,80400,NA,89760,NA,97920,NA,NA
2000,176,105026, Sam,Bertenthal,M,41,NA,8940,NA,25680,NA,NA,36780,42120,NA,50760,59160,NA,69480,79320,NA,89400,NA,97620,NA,NA
2000,177,105084, Kevin,Bigley,M,34,NA,8820,NA,25080,NA,NA,35940,41400,NA,51360,60780,NA,71760,80220,NA,89580,NA,97440,NA,NA
2000,178,105308, Brigitta,Biermanski,F,51,NA,9060,NA,27300,NA,NA,39420,45360,NA,54480,61260,NA,71760,80460,NA,89700,NA,98100,NA,NA
2000,179,105339, Ben,Benjamin,M,53,NA,8760,NA,26520,NA,NA,38160,43740,NA,52320,58500,NA,68880,77700,NA,88320,NA,97080,NA,NA
2000,180,105413, David,Hardin,M,34,NA,8700,NA,25260,NA,NA,35880,41100,NA,50640,57540,NA,67140,75900,NA,86100,NA,97920,NA,NA
2000,181,105445, Bobby,Keogh,M,51,NA,8460,NA,25740,NA,NA,37380,42960,NA,52680,59400,NA,70200,79680,NA,90060,NA,98640,NA,NA
2000,182,105448, Robert,Tavernini,M,32,NA,7860,NA,22800,NA,NA,32940,40380,NA,50940,58020,NA,68700,78000,NA,88140,NA,97320,NA,NA
2000,183,105487, Keith,Scott,M,44,NA,8700,NA,26160,NA,NA,38280,43320,NA,52440,60300,NA,70680,79920,NA,89820,NA,98340,NA,NA
2000,184,105536, Bob,Lapanja,M,46,NA,9180,NA,25680,NA,NA,35460,40740,NA,50100,57120,NA,67440,77340,NA,87480,NA,97020,NA,NA
2000,185,105581, Stacey,Bunton,F,37,NA,10560,NA,28800,NA,NA,41880,47880,NA,56940,63540,NA,73080,81240,NA,89760,NA,98220,NA,NA
2000,186,105591, Nick,Bassett,M,55,NA,8280,NA,25440,NA,NA,38340,43800,NA,53340,60180,NA,70260,79560,NA,89400,NA,97860,NA,NA
2000,187,105647, Jason,Hodde,M,30,NA,8700,NA,24720,NA,NA,35880,40800,NA,49620,56400,NA,66060,75120,NA,86040,NA,95640,NA,NA
2000,188,105670, Mark,Evans,M,44,NA,8760,NA,NA,NA,NA,36720,41940,NA,51660,58920,NA,69480,78720,NA,88800,NA,97740,NA,NA
2000,189,105678, Paul (IA),Schmidt,M,42,NA,9060,NA,25260,NA,NA,36060,41100,NA,49380,55800,NA,65820,75600,NA,86280,NA,97440,NA,NA
2000,190,105704, Peggy,Davidson,F,44,NA,9600,NA,26880,NA,NA,38220,43140,NA,51540,58320,NA,69480,78360,NA,88260,NA,97980,NA,NA
2000,191,105814, Todd,Hayes,M,50,NA,7320,NA,21840,NA,NA,30180,34800,NA,42480,48240,NA,55320,62940,NA,73740,NA,96660,NA,NA
2000,192,105866, Chris,Hollenbeck,M,32,NA,9360,NA,25080,NA,NA,34740,39720,NA,48420,58320,NA,69480,82500,NA,90840,NA,98760,NA,NA
2000,193,105912, Martin,Fritzhand,M,57,NA,9600,NA,27660,NA,NA,38160,43500,NA,52260,59700,NA,69660,77760,NA,87420,NA,97620,NA,NA
2000,194,105967, Rob,Apple,M,38,NA,10560,NA,28920,NA,NA,40140,45540,NA,54180,61200,NA,70740,78660,NA,88020,NA,96540,NA,NA
2000,195,106140, Linda,McFadden,F,37,NA,9420,NA,26940,NA,NA,38280,44460,NA,54300,61140,NA,71760,81000,NA,90720,NA,98520,NA,NA
2000,196,106221, Wayne,Farrar,M,52,NA,10680,NA,27600,NA,NA,38820,43680,NA,51960,58620,NA,NA,77880,NA,88740,NA,97980,NA,NA
2000,197,106224, Ellen,Ives,F,46,NA,8760,NA,25500,NA,NA,36240,41460,NA,50820,58080,NA,68400,77760,NA,88320,NA,97920,NA,NA
2000,198,106238, Terry,Rhodes,F,44,NA,9480,NA,26760,NA,NA,39180,44460,NA,53100,60180,NA,70200,78960,NA,88920,NA,98160,NA,NA
2000,199,106238, John,Rhodes,M,52,NA,9480,NA,26760,NA,NA,39180,44520,NA,53100,60180,NA,70200,79020,NA,88860,NA,98220,NA,NA
2000,200,106381, Jim,Magill,M,53,NA,8700,NA,25080,NA,NA,35400,40920,NA,53160,59460,NA,70320,79380,NA,89580,NA,98340,NA,NA
2000,201,106426, Mike,Stephens,M,42,NA,9300,NA,25380,NA,NA,37920,43200,NA,52980,61200,NA,71820,79920,NA,89040,NA,98040,NA,NA
2000,202,106535, Melvin,Nowlin,M,39,NA,9480,NA,26040,NA,NA,37920,43860,NA,53460,60540,NA,72060,80460,NA,90780,NA,99000,NA,NA
2000,203,106552, Dennis,Drey,M,48,NA,9420,NA,26700,NA,NA,38100,43500,NA,52800,59520,NA,69840,79380,NA,89580,NA,98040,NA,NA
2000,204,106560, Reinhold,Baues,M,49,NA,9180,NA,27300,NA,NA,39060,44760,NA,53400,60420,NA,70320,79320,NA,90300,NA,99180,NA,NA
2000,205,106574, Clement,Choy,M,52,NA,9180,NA,27780,NA,NA,40080,45840,NA,54840,62760,NA,73020,80580,NA,90660,NA,98820,NA,NA
2000,206,106651, Gary,Schancer,M,47,NA,9600,NA,26820,NA,NA,NA,42660,NA,50820,57120,NA,68340,78120,NA,89040,NA,97800,NA,NA
2000,207,106794, Ellen,Engelke,F,43,NA,10080,NA,28260,NA,NA,39900,45300,NA,53700,60420,NA,71400,80640,NA,91320,NA,99540,NA,NA
2000,208,106857, Andrew,Kelly,M,52,NA,10200,NA,28560,NA,NA,40440,46200,NA,55320,62580,NA,73440,82440,NA,91860,NA,99240,NA,NA
2000,209,106922, Noel,Relyea,F,54,NA,9900,NA,28500,NA,NA,38820,44520,NA,53700,61320,NA,72600,81720,NA,91620,NA,100260,NA,NA
2000,210,106987, Michael,Menovich,M,49,NA,7800,NA,22440,NA,NA,32040,37320,NA,47640,59700,NA,71400,80580,NA,90420,NA,98760,NA,NA
2000,211,106987, Don,Allison,M,44,NA,9180,NA,25440,NA,NA,36360,41580,NA,49920,55800,NA,66180,82020,NA,90780,NA,98760,NA,NA
2000,212,107001, Clifford,Griffin Jr.,M,53,NA,10260,NA,28800,NA,NA,41280,47160,NA,56760,63600,NA,74280,83040,NA,91620,NA,99540,NA,NA
2000,213,107042, Norm,Albert,M,43,NA,9960,NA,28680,NA,NA,40740,46620,NA,56160,63780,NA,74280,82440,NA,91500,NA,99660,NA,NA
2000,214,107061, Michael,Halko,M,43,NA,9000,NA,26400,NA,NA,39240,44700,NA,53760,60420,NA,70440,80400,NA,90900,NA,100080,NA,NA
2000,215,107099, Renda,Gail,F,46,NA,10080,NA,28560,NA,NA,41280,46800,NA,56640,65100,NA,76380,85080,NA,93240,NA,100680,NA,NA
2000,216,107118, Grant,Swanson,M,48,NA,9240,NA,25920,NA,NA,37920,43740,NA,53400,60060,NA,70620,79680,NA,90780,NA,100260,NA,NA
2000,217,107174, Cecilia,Petersson,F,36,NA,9240,NA,25740,NA,NA,36180,41520,NA,50820,57600,NA,69480,78900,NA,90180,NA,98760,NA,NA
2000,218,107183, Ray,Mount,M,53,NA,9420,NA,27660,NA,NA,39360,45360,NA,56100,63420,NA,74100,82560,NA,91920,NA,99900,NA,NA
2000,219,107246, Greg,Sheehan,M,44,NA,8880,NA,26400,NA,NA,39180,44880,NA,54540,61380,NA,72180,83580,NA,91800,NA,100140,NA,NA
2000,220,107274, Tony,Jankowski,M,47,NA,9240,NA,27540,NA,NA,39480,45240,NA,55020,61980,NA,72660,81960,NA,92100,NA,100140,NA,NA
2000,221,107663, Carl,Grubert,M,57,NA,9960,NA,28620,NA,NA,40320,46260,NA,56040,63120,NA,74160,83760,NA,91980,NA,100500,NA,NA
2000,222,107774, Jay,Freeman,M,53,NA,9600,NA,28080,NA,NA,39660,45600,NA,55500,63300,NA,73620,82440,NA,92100,NA,101100,NA,NA
2000,223,NA, Gene,Weddle,M,56,NA,9360,NA,26520,NA,NA,37800,43020,NA,52020,59580,NA,70320,79080,NA,88980,NA,98220,NA,NA
2000,224,NA, Ed,Dallmann,M,55,NA,9360,NA,28560,NA,NA,42120,48180,NA,57480,65160,NA,74760,83100,NA,91680,NA,100680,NA,NA
2000,225,NA, Carol,Cuminale,F,47,NA,9900,NA,28500,NA,NA,40560,46200,NA,55080,61740,NA,72180,81000,NA,91680,NA,101220,NA,NA
2000,226,NA, Catra,Corbett,F,35,NA,9600,NA,26400,NA,NA,38160,43140,NA,52320,59460,NA,71760,83880,NA,92400,NA,101280,NA,NA
2000,227,NA, Shirley,Church,F,58,NA,9660,NA,28860,NA,NA,41400,47760,NA,57840,65940,NA,75900,84540,NA,93120,NA,NA,NA,NA
2000,228,NA, Mike,Proctor,M,51,NA,9540,NA,27420,NA,NA,39000,44940,NA,55080,63600,NA,76140,85800,NA,93420,NA,NA,NA,NA
2000,229,NA, Daniel,Temianka,M,52,NA,9840,NA,27540,NA,NA,38280,43440,NA,52200,58920,NA,69600,79140,NA,90360,NA,NA,NA,NA
2000,230,NA, Brent,Craven,M,50,NA,9600,NA,26880,NA,NA,38940,43980,NA,52680,60720,NA,71100,80280,NA,90660,NA,NA,NA,NA
2000,231,NA, Greg,Power,M,49,NA,9120,NA,25680,NA,NA,36000,41160,NA,49500,56340,NA,64560,72060,NA,NA,NA,NA,NA,NA
2000,232,NA, Stephen,Burgess,M,45,NA,9300,NA,26400,NA,NA,38760,44640,NA,54780,63420,NA,73980,83760,NA,NA,NA,NA,NA,NA
2000,233,NA, Michele,Ryan,F,44,NA,10560,NA,28860,NA,NA,41220,47160,NA,57060,64920,NA,74700,83880,NA,NA,NA,NA,NA,NA
2000,234,NA, Julia,Bramer,F,36,NA,10440,NA,29220,NA,NA,41100,47160,NA,56340,63780,NA,74400,84300,NA,NA,NA,NA,NA,NA
2000,235,NA, Marge,Burley,F,54,NA,10080,NA,29400,NA,NA,42660,48300,NA,57480,64860,NA,75900,84780,NA,NA,NA,NA,NA,NA
2000,236,NA, Barbara,Elia,F,55,NA,9960,NA,29580,NA,NA,42900,48300,NA,57720,65400,NA,76320,84840,NA,NA,NA,NA,NA,NA
2000,237,NA, Ken,Ashby,M,47,NA,10680,NA,29880,NA,NA,42180,49080,NA,57720,64920,NA,74880,84840,NA,NA,NA,NA,NA,NA
2000,238,NA, Thomas,Rosato,M,43,NA,10560,NA,29460,NA,NA,41340,47400,NA,56760,63780,NA,74640,85080,NA,NA,NA,NA,NA,NA
2000,239,NA, Dimitri,Kieffer,M,34,NA,8580,NA,27360,NA,NA,41580,47640,NA,57660,66360,NA,76140,85920,NA,NA,NA,NA,NA,NA
2000,240,NA, Kenneth,Burns,M,64,NA,8820,NA,25920,NA,NA,38700,44340,NA,54540,62640,NA,74400,86220,NA,NA,NA,NA,NA,NA
2000,241,NA, Louis,Paciello,M,34,NA,6900,NA,20640,NA,NA,28860,33180,NA,40080,44820,NA,54300,65580,NA,NA,NA,NA,NA,NA
2000,242,NA, Greg,Nacco,M,40,NA,8520,NA,23100,NA,NA,32160,36540,NA,43560,48780,NA,56100,67560,NA,NA,NA,NA,NA,NA
2000,243,NA, Cathy,Tibbetts,F,45,NA,8880,NA,25020,NA,NA,35520,40620,NA,48600,55560,NA,64740,73860,NA,NA,NA,NA,NA,NA
2000,244,NA, Gene,Joseph,M,48,NA,7860,NA,22980,NA,NA,33000,37920,NA,46260,52500,NA,61620,75360,NA,NA,NA,NA,NA,NA
2000,245,NA, David,Lygre,M,57,NA,8880,NA,26820,NA,NA,37500,43140,NA,52020,58380,NA,68160,78480,NA,NA,NA,NA,NA,NA
2000,246,NA, Tim,Yanacheck,M,52,NA,8580,NA,24360,NA,NA,35280,40320,NA,48960,55380,NA,66120,84420,NA,NA,NA,NA,NA,NA
2000,247,NA, Rich,Adams,M,57,NA,10440,NA,29760,NA,NA,41940,47580,NA,56460,64560,NA,75120,84480,NA,NA,NA,NA,NA,NA
2000,248,NA, Debbie,Moss,F,45,NA,10380,NA,29820,NA,NA,41820,47760,NA,57420,65700,NA,76500,86940,NA,NA,NA,NA,NA,NA
2000,249,NA, Michael,Tatarko,M,40,NA,9420,NA,27720,NA,NA,40200,47100,NA,57540,65100,NA,76380,87300,NA,NA,NA,NA,NA,NA
2000,250,NA, Ty,Russell,M,50,NA,7380,NA,21900,NA,NA,31140,36360,NA,45180,51360,NA,61560,NA,NA,NA,NA,NA,NA,NA
2000,251,NA, Howard,Ferris,M,57,NA,7980,NA,22740,NA,NA,32340,37020,NA,43920,49380,NA,64500,NA,NA,NA,NA,NA,NA,NA
2000,252,NA, Michael,Suter,M,52,NA,7980,NA,22800,NA,NA,33060,38100,NA,46740,53460,NA,65040,NA,NA,NA,NA,NA,NA,NA
2000,253,NA, King,Rollins,M,39,NA,8580,NA,25740,NA,NA,36360,43140,NA,53640,61140,NA,75600,NA,NA,NA,NA,NA,NA,NA
2000,254,NA, Tom,Crull,M,57,NA,10560,NA,28560,NA,NA,40680,46080,NA,57060,65100,NA,76740,NA,NA,NA,NA,NA,NA,NA
2000,255,NA, Wendy,Ackermann,F,34,NA,7500,NA,21900,NA,NA,31560,36000,NA,43440,50820,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,256,NA, Susan,Baehre,F,41,NA,9420,NA,26700,NA,NA,38100,43140,NA,52500,63420,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,257,NA, Doug,Beyerlein,M,49,NA,9960,NA,28560,NA,NA,40800,46620,NA,56280,63780,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,258,NA, Daniel,Walsh,M,36,NA,9120,NA,26820,NA,NA,40080,46080,NA,56340,64680,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,259,NA, Michael,Schiff,M,45,NA,9480,NA,27420,NA,NA,39060,44700,NA,54120,61680,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,260,NA, Charles L. (Grass,Jones,M,41,NA,6960,NA,21660,NA,NA,30960,35040,NA,41880,47040,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,261,NA, Kevin,Rumon,M,39,NA,6300,NA,18360,NA,NA,26280,30600,NA,39240,49200,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,262,NA, Michael,Christiansen,M,36,NA,7980,NA,22920,NA,NA,32400,36960,NA,44640,50940,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,263,NA, Geoff,Vaughan,M,35,NA,8520,NA,23040,NA,NA,32160,36540,NA,43560,51060,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,264,NA, Mike,Rouse,M,47,NA,8580,NA,24360,NA,NA,34500,39540,NA,47880,55200,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,265,NA, Dieter,Walz,M,65,NA,9240,NA,25920,NA,NA,36840,42060,NA,50760,57600,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,266,NA, Weisin,Chong,M,31,NA,8520,NA,25680,NA,NA,37620,43440,NA,52560,59100,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,267,NA, Bob,Gracie,M,52,NA,8940,NA,25680,NA,NA,37140,42420,NA,51540,59280,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,268,NA, Bob,Ross,M,57,NA,8760,NA,26580,NA,NA,38220,44400,NA,53280,60780,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,269,NA, Bob,Rayburn,M,45,NA,9240,NA,26700,NA,NA,39360,44700,NA,54840,61980,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,270,NA, Marlow,Barger,M,48,NA,8340,NA,25620,NA,NA,37860,43860,NA,54420,62520,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,271,NA, Jim,Longwith,M,54,NA,8580,NA,25260,NA,NA,39600,44760,NA,54180,63240,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,272,NA, Robert,Rowe,M,45,NA,8760,NA,25740,NA,NA,38220,44100,NA,55020,63420,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,273,NA, Lee,Rhodes,M,67,NA,9240,NA,26700,NA,NA,38580,43980,NA,54000,63900,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,274,NA, Gail,Ierardi,F,33,NA,9240,NA,27000,NA,NA,39900,45660,NA,56100,64620,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,275,NA, Steve,Kelch,M,29,NA,10440,NA,28980,NA,NA,42600,48300,NA,57420,64920,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,276,NA, Robert,Adjemian,M,53,NA,9660,NA,28980,NA,NA,41700,46920,NA,56160,65160,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,277,NA, Richard,Laine,M,70,NA,8700,NA,26400,NA,NA,38820,45480,NA,56460,65340,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,278,NA, Leon,Draxler,M,58,NA,8820,NA,26340,NA,NA,38460,45960,NA,57060,65400,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,279,NA, James,Ballard,M,49,NA,10380,NA,29700,NA,NA,42960,48960,NA,58920,66720,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,280,NA, Mary,Handel,F,47,NA,10080,NA,29280,NA,NA,41820,48180,NA,58560,66900,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,281,NA, Margaret,Curtis,F,60,NA,10620,NA,29640,NA,NA,41400,47460,NA,58320,67080,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,282,NA, Brian,Poeppel,M,45,NA,10320,NA,29460,NA,NA,42780,48900,NA,59040,67200,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,283,NA, Amanda,McIntosh,F,35,NA,7800,NA,21840,NA,NA,31380,36120,NA,44820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,284,NA, Harry,Sloan,M,51,NA,8460,NA,24480,NA,NA,36300,42660,NA,52740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,285,NA, Sharon,Carroll,F,57,NA,9900,NA,28500,NA,NA,40320,46140,NA,55500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
